FindPhrase	FindPhraseID	FindPhraseStatus	FindPhraseNote	ReplacePhrase	AssignedRoleID	AssignedRole	AssignedRoleRank	JobTitleUsageCount	JobTitleSearchCount	FindPhraseScore
Baseball Jobs	2532	assignedrole			3956	jobs-baseball	1	NULL	NULL	794
Baser	2533	assignedrole		Baser	664	baser	1	NULL	NULL	40
Basic Sciences	2534	rolemodifier			NULL		10000	NULL	NULL	38
Basin	2536	rolemodifier			NULL		10000	NULL	NULL	1614
Basin Jobs	2537	assignedrole			3957	jobs-basin	1	NULL	NULL	86
Basket	2538	rolemodifier			NULL		10000	NULL	NULL	807
Basket Hand	2539	rolemodifier			NULL		10000	NULL	NULL	3
Basketball	2541	rolemodifier			NULL		10000	NULL	NULL	30187
Basketball Coach	2542	assignedrole		Basketball Coach	1451	coach-basketball	1	NULL	NULL	760
Basketball Jobs	2543	assignedrole			3958	jobs-basketball	1	NULL	NULL	1336
Bass	2544	rolemodifier			NULL		10000	NULL	NULL	2985
Bassoonist	2546	assignedrole		Bassoonist	665	bassoonist	1	NULL	NULL	15
Baster	2547	assignedrole		Baster	666	baster	1	NULL	NULL	60
Basting	2548	rolemodifier			NULL		10000	NULL	NULL	49
Batch	2549	rolemodifier			NULL		10000	NULL	NULL	4776
Batch Jobs	2550	assignedrole			3959	jobs-batch	1	NULL	NULL	570
Batch Plant Operator	2551	assignedrole		Batch Plant Operator	8531	specialist-batchplant	1	NULL	NULL	39
Batcher	2552	assignedrole		Batcher	667	batcher	1	NULL	NULL	65
Batchmaker	2553	assignedrole		Batchmaker	668	batchmaker	1	NULL	NULL	23
Bater	2554	assignedrole		Bater	669	bater	1	NULL	NULL	36
Bath	2555	rolemodifier			NULL		10000	NULL	NULL	298596
Bather	2557	assignedrole		Bather	670	bather	1	NULL	NULL	134
Bathhouse	2558	rolemodifier			NULL		10000	NULL	NULL	66
Baton	2559	rolemodifier			NULL		10000	NULL	NULL	40230
Battalion	2561	rolemodifier			NULL		10000	NULL	NULL	1460
Battalion Fire	2562	rolemodifier			NULL		10000	NULL	NULL	5
Battalion Fire Chief	2563	assignedrole		Battalion Fire Chief	1001	chief-fire	10	NULL	NULL	6
Batter	2565	assignedrole		Batter	671	batter	1	NULL	NULL	180
Battery	2566	rolemodifier			NULL		10000	NULL	NULL	61207
Battery Jobs	2567	assignedrole			3960	jobs-battery	1	NULL	NULL	1896
Batteryman	2568	assignedrole		Batteryman	672	batteryman	1	NULL	NULL	18
BDR	2569	assignedrole		Business Development Representative	8551	specialist-businessdev	7	NULL	NULL	60
Beach	2570	rolemodifier			NULL		10000	NULL	NULL	805651
Beach Attendant	2571	assignedrole		Pool Attendant	569	attendant-pool	2	NULL	NULL	6
Beach Jobs	2572	assignedrole			3961	jobs-beach	1	NULL	NULL	32196
Beach Lifeguard	2573	assignedrole		Beach Lifeguard	5313	lifeguard	3	NULL	NULL	16
Beachman	2574	assignedrole		Beachman	673	beachman	1	NULL	NULL	6
Bead	2575	rolemodifier			NULL		10000	NULL	NULL	73
Bead Wire	2577	rolemodifier			NULL		10000	NULL	NULL	12
Beader	2578	assignedrole		Beader	674	beader	1	NULL	NULL	16
Beading	2579	rolemodifier			NULL		10000	NULL	NULL	60
Beadworker	2581	assignedrole		Beadworker	675	beadworker	1	NULL	NULL	3
Beam	2582	rolemodifier			NULL		10000	NULL	NULL	1947
Beamer	2584	assignedrole		Beamer	676	beamer	1	NULL	NULL	122
Beamster	2585	assignedrole		Beamster	677	beamster	1	NULL	NULL	5
Bean	2586	rolemodifier			NULL		10000	NULL	NULL	1076
Bearer	2588	rolekeyword			NULL		10000	NULL	NULL	66
Bearers	2589	rolekeyword		Bearer	NULL		10000	NULL	NULL	20
Bearing	2590	rolemodifier			NULL		10000	NULL	NULL	745
Bearingnizer	2592	rolekeyword			NULL		10000	NULL	NULL	1
Bearingnizers	2593	rolekeyword		Bearingnizer	NULL		10000	NULL	NULL	1
Beater	2594	assignedrole		Beater	678	beater	1	NULL	NULL	49
Beautician	2595	assignedrole		Beautician	679	beautician	1	NULL	NULL	514
Beauty	2596	rolemodifier			NULL		10000	NULL	NULL	468572
Beauty Advisor	2597	assignedrole		Beauty Advisor	104	advisor-beauty	1	NULL	NULL	33906
Beauty Consultant	2598	assignedrole		Beauty Advisor	104	advisor-beauty	3	NULL	NULL	494
Beauty Counselor	2599	assignedrole		Beauty Advisor	104	advisor-beauty	6	NULL	NULL	5
Beauty Director	2600	assignedrole		Beauty Director	1968	director-beauty	1	NULL	NULL	22
Beauty Jobs	2601	assignedrole			3962	jobs-beauty	1	NULL	NULL	51152
Beauty Therapist	2602	assignedrole		Beauty Therapist	9952	therapist-beauty	1	NULL	NULL	16
Bed	2603	rolemodifier			NULL		10000	NULL	NULL	301
Bed and Breakfast	2604	rolemodifier			NULL		10000	NULL	NULL	222
Bed Manager	2608	assignedrole		Bed Manager	5494	manager-bed	1	NULL	NULL	7
Bed Supervisor	2609	assignedrole		Bed Manager	5494	manager-bed	2	NULL	NULL	1
BED Teacher	2610	assignedrole		BED Teacher	9434	teacher-bed	1	NULL	NULL	6
Bedder	2611	assignedrole		Bedder	680	bedder	1	NULL	NULL	15
Bee	2612	rolemodifier			NULL		10000	NULL	NULL	272
Beef	2614	rolemodifier			NULL		10000	NULL	NULL	5117
Beef Cattle	2615	rolemodifier			NULL		10000	NULL	NULL	218
Beef Grinder	2617	assignedrole		Meat Grinder	3360	grinder-meat	3	NULL	NULL	10
Beekeeper	2619	assignedrole		Beekeeper	681	beekeeper	1	NULL	NULL	66
Beer	2620	rolemodifier			NULL		10000	NULL	NULL	14262
Beer Jobs	2621	assignedrole			3963	jobs-beer	1	NULL	NULL	1875
Beet	2622	rolemodifier			NULL		10000	NULL	NULL	165
Behav	2624	rolemodifier	Try Behavioral.	Behavioral	NULL		10000	NULL	NULL	189
Behav Jobs	2625	assignedrole			4632	jobs-mentalhealth	10	NULL	NULL	13
Behavior	2626	rolemodifier			NULL		10000	NULL	NULL	11030
Behavior Analyst	2627	assignedrole		Mental Health Professional	8921	specialist-mentalhealth	2	NULL	NULL	3540
Behavior Clinician	2628	assignedrole		Mental Health Counselor	1666	counselor-mentalhealth	13	NULL	NULL	13
Behavior Jobs	2629	assignedrole			4632	jobs-mentalhealth	4	NULL	NULL	1383
Behavior School Counselor	2630	assignedrole		Behavioral School Counselors	1642	counselor-behavioralschool	2	NULL	NULL	1
Behavior Specialist	2631	assignedrole		Mental Health Professional	8921	specialist-mentalhealth	4	NULL	NULL	950
Behavior Specialist Consultant	2632	assignedrole		Mental Health Professional	8921	specialist-mentalhealth	14	NULL	NULL	10
Behavior Support	2633	rolemodifier			NULL		10000	NULL	NULL	36
Behavior Therapist	2635	assignedrole		Mental Health Counselor	1666	counselor-mentalhealth	3	NULL	NULL	644
Behavioral	2636	rolemodifier			NULL		10000	NULL	NULL	1300
Behavioral Analyst	2637	assignedrole		Mental Health Professional	8921	specialist-mentalhealth	5	NULL	NULL	475
Behavioral Assistant	2638	assignedrole		Mental Health Worker	10336	worker-mentalhealth	2	NULL	NULL	153
Behavioral Care Coordinator	2639	assignedrole		Mental Health Coordinator	1239	clerk-mentalhealth	2	NULL	NULL	18
Behavioral Case Manager	2640	assignedrole		Behavioral Case Manager	5565	manager-case	8	NULL	NULL	153
Behavioral Case Supervisor	2641	assignedrole		Case Manager	5565	manager-case	19	NULL	NULL	1
Behavioral Counselor	2642	assignedrole		Mental Health Counselor	1666	counselor-mentalhealth	7	NULL	NULL	107
Behavioral Counselors	2643	assignedrole		Mental Health Counselor	1666	counselor-mentalhealth	15	NULL	NULL	10
Behavioral Health	2644	rolemodifier			NULL		10000	NULL	NULL	72814
Behavioral Health Advocate	2645	assignedrole		Mental Health Professional	8921	specialist-mentalhealth	15	NULL	NULL	2
Behavioral Health Associate	2646	assignedrole		Mental Health Professional	8921	specialist-mentalhealth	10	NULL	NULL	50
Behavioral Health Case Manager	2647	assignedrole		Behavioral Health Case Manager	6130	manager-mentalhealthcase	1	NULL	NULL	110
Behavioral Health Case Supervisor	2648	assignedrole		Behavioral Health Case Manager	6130	manager-mentalhealthcase	4	NULL	NULL	1
Behavioral Health Clinician	2649	assignedrole		Mental Health Counselor	1666	counselor-mentalhealth	9	NULL	NULL	96
Behavioral Health Consultant	2650	assignedrole		Mental Health Professional	8921	specialist-mentalhealth	13	NULL	NULL	17
Behavioral Health Counselor	2651	assignedrole		Mental Health Counselor	1666	counselor-mentalhealth	5	NULL	NULL	427
Behavioral Health Director	2652	assignedrole		Director Behavioral Health	2296	director-mentalhealth	5	NULL	NULL	17
Behavioral Health Jobs	2653	assignedrole			4632	jobs-mentalhealth	2	NULL	NULL	34897
Behavioral Health Manager	2654	assignedrole		Manager Behavioral	6129	manager-mentalhealth	9	NULL	NULL	7
Behavioral Health Nurse	2655	assignedrole		Psychiatric Nurse	8041	rn-psychiatry	6	NULL	NULL	261
Behavioral Health Professional	2656	assignedrole		Mental Health Professional	8921	specialist-mentalhealth	9	NULL	NULL	78
Behavioral Health RN	2657	assignedrole		Psychiatric Nurse	8041	rn-psychiatry	12	NULL	NULL	64
Behavioral Health Sales Representative	2658	assignedrole		Behavioral Health Sales Representative	9113	specialist-sale	44	NULL	NULL	10
Behavioral Health Specialist	2659	assignedrole		Mental Health Professional	8921	specialist-mentalhealth	8	NULL	NULL	287
Behavioral Health Supervisor	2660	assignedrole		Manager Behavioral	6129	manager-mentalhealth	10	NULL	NULL	7
Behavioral Health Tech	2661	assignedrole		Mental Health Technician	9860	technician-psychiatry	6	NULL	NULL	301
Behavioral Health Technician	2662	assignedrole		Mental Health Technician	9860	technician-psychiatry	2	NULL	NULL	3888
Behavioral Health Therapist	2663	assignedrole		Mental Health Counselor	1666	counselor-mentalhealth	8	NULL	NULL	105
Behavioral Health Worker	2664	assignedrole		Mental Health Worker	10336	worker-mentalhealth	5	NULL	NULL	22
Behavioral Jobs	2665	assignedrole			4632	jobs-mentalhealth	3	NULL	NULL	10691
Behavioral Medical Director	2666	assignedrole		Behavioral Medical Director	1969	director-behavioralmedical	1	NULL	NULL	6
Behavioral Pediatrician	2667	assignedrole		Behavioral Pediatrician	7175	pediatrician	3	NULL	NULL	48
Behavioral Psychologist	2668	assignedrole		Behavioral Psychologist	7632	psychologist-mentalhealth	1	NULL	NULL	49
Behavioral School Counselors	2669	assignedrole		Behavioral School Counselors	1642	counselor-behavioralschool	1	NULL	NULL	7
Behavioral Scientist	2670	assignedrole		Behavioral Scientist	8230	scientist-mentalhealth	1	NULL	NULL	65
Behavioral Services	2671	rolemodifier			NULL		10000	NULL	NULL	226
Behavioral Services Jobs	2672	assignedrole			4632	jobs-mentalhealth	8	NULL	NULL	19
Behavioral Services Tech	2673	assignedrole		Mental Health Technician	9860	technician-psychiatry	11	NULL	NULL	8
Behavioral Sitter	2674	assignedrole		Patient Sitter	8399	sitter-patient	4	NULL	NULL	1
Behavioral Specialist	2675	assignedrole		Mental Health Professional	8921	specialist-mentalhealth	7	NULL	NULL	386
Behavioral Therapist	2676	assignedrole		Mental Health Counselor	1666	counselor-mentalhealth	6	NULL	NULL	221
Behaviorist	2677	assignedrole		Behaviorist	682	behaviorist	1	NULL	NULL	215
Behavorial	2678	misspelled	Try Behavioral.	Behavioral	NULL		10000	NULL	NULL	592
Bell	2679	rolemodifier			NULL		10000	NULL	NULL	50950
Bell Captain	2680	assignedrole		Bell Captain	887	captain-bell	1	NULL	NULL	107
Bell Jobs	2681	assignedrole			3964	jobs-bell	1	NULL	NULL	2185
Bell Person	2682	assignedrole		Bellperson	686	bellperson	3	NULL	NULL	334
Beller	2683	assignedrole		Beller	683	beller	1	NULL	NULL	20
Bellhop	2684	assignedrole		Bellperson	686	bellperson	4	NULL	NULL	98
Bellmaker	2685	assignedrole		Bellmaker	684	bellmaker	1	NULL	NULL	5
Bellman	2686	assignedrole		Bellperson	686	bellperson	2	NULL	NULL	974
Bellman Driver	2687	assignedrole		Bellman Driver	685	bellmandriver	1	NULL	NULL	3
Bellows	2688	rolemodifier			NULL		10000	NULL	NULL	330
Bellperson	2690	assignedrole		Bellperson	686	bellperson	1	NULL	NULL	990
Bellstaff	2691	assignedrole		Bellperson	686	bellperson	5	NULL	NULL	44
Belly	2692	rolemodifier			NULL		10000	NULL	NULL	364
Belt	2694	rolemodifier			NULL		10000	NULL	NULL	18701
Belter	2695	assignedrole		Belter	687	belter	1	NULL	NULL	22
Beltman	2696	assignedrole		Beltman	688	beltman	1	NULL	NULL	32
Bench	2697	rolemodifier			NULL		10000	NULL	NULL	25289
Bench Chemist	2698	assignedrole		Bench Chemist	985	chemist-bench	1	NULL	NULL	11
Bench Manager	2700	assignedrole		Manager Bench	5495	manager-bench	2	NULL	NULL	11
Bench Supervisor	2701	assignedrole		Manager Bench	5495	manager-bench	3	NULL	NULL	10
Bender	2702	assignedrole		Bender	689	bender	1	NULL	NULL	894
Bender Helper	2703	assignedrole		Bender Helper	690	benderhelper	1	NULL	NULL	7
Benefit	2704	rolemodifier			NULL		10000	NULL	NULL	1722
Benefit Advisor	2705	assignedrole		Compensation Analyst	168	analyst-compensation	16	NULL	NULL	45
Benefit Analyst	2706	assignedrole		Compensation Analyst	168	analyst-compensation	7	NULL	NULL	658
Benefit Consultant	2707	assignedrole		Compensation Analyst	168	analyst-compensation	5	NULL	NULL	1075
Benefit Coordinator	2708	assignedrole		Compensation Analyst	168	analyst-compensation	18	NULL	NULL	34
Benefit Director	2709	assignedrole		Director Compensation	2055	director-compensation	8	NULL	NULL	3
Benefit Jobs	2710	assignedrole			4114	jobs-compensation	3	NULL	NULL	4605
Benefit Manager	2711	assignedrole		Benefits Manager	5650	manager-compensation	9	NULL	NULL	21
Benefit Specialist	2712	assignedrole		Compensation Analyst	168	analyst-compensation	10	NULL	NULL	392
Benefit Supervisor	2713	assignedrole		Benefits Manager	5650	manager-compensation	12	NULL	NULL	3
Benefits	2714	rolemodifier	Try Benefit.	Benefit	NULL		10000	NULL	NULL	57783
Benefits Administrator	2715	assignedrole		Compensation Analyst	168	analyst-compensation	8	NULL	NULL	609
Benefits Analyst	2716	assignedrole		Compensation Analyst	168	analyst-compensation	2	NULL	NULL	2063
Benefits Assistant	2717	assignedrole		Benefits Assistant	378	assistant-compensation	1	NULL	NULL	72
Benefits Clerk	2718	assignedrole		Compensation Analyst	168	analyst-compensation	23	NULL	NULL	7
Benefits Consultant	2719	assignedrole		Compensation Analyst	168	analyst-compensation	3	NULL	NULL	1702
Benefits Coordinator	2720	assignedrole		Compensation Analyst	168	analyst-compensation	6	NULL	NULL	746
Benefits Counselor	2721	assignedrole		Benefits Counselor	1650	counselor-compensation	1	NULL	NULL	42
Benefits Jobs	2722	assignedrole			4114	jobs-compensation	4	NULL	NULL	4168
Benefits Manager	2723	assignedrole		Benefits Manager	5650	manager-compensation	1	NULL	NULL	1519
Benefits Partnership	2724	rolemodifier			NULL		10000	NULL	NULL	13
Benefits Processor	2725	assignedrole		Benefits Processor	7405	processor-compensation	1	NULL	NULL	17
Benefits Representative	2726	assignedrole		Compensation Analyst	168	analyst-compensation	13	NULL	NULL	93
Benefits Specialist	2727	assignedrole		Compensation Analyst	168	analyst-compensation	4	NULL	NULL	1451
Benefits Supervisor	2728	assignedrole		Benefits Manager	5650	manager-compensation	8	NULL	NULL	23
Benzene	2729	rolemodifier			NULL		10000	NULL	NULL	182
Bereavement	2730	rolemodifier			NULL		10000	NULL	NULL	6395
Bereavement Coordinator	2731	assignedrole		Bereavement Coordinator	1082	clerk-bereavement	1	NULL	NULL	170
Berry	2733	rolemodifier			NULL		10000	NULL	NULL	1211
Bessemer Converter	2735	rolemodifier			1591	converter	10000	NULL	NULL	27
Beta	2736	rolemodifier			NULL		10000	NULL	NULL	2225
Beveler	2738	assignedrole		Beveler	691	beveler	1	NULL	NULL	13
Beverage	2739	rolemodifier			NULL		10000	NULL	NULL	4306
Beverage Director	2740	assignedrole		Beverage Manager	5864	manager-foodandbeverage	4	NULL	NULL	202
Beverage Host	2741	assignedrole		Host Hostess	3501	host	8	NULL	NULL	20
Beverage Hostess	2742	assignedrole		Host Hostess	3501	host	17	NULL	NULL	3
Beverage Jobs	2743	assignedrole			4337	jobs-foodandbeverage	1	NULL	NULL	17655
Beverage Manager	2744	assignedrole		Beverage Manager	5864	manager-foodandbeverage	1	NULL	NULL	467
Beverage Server	2745	assignedrole		Waiter Waitress	10239	waitstaff	9	NULL	NULL	1048
Beverage Supervisor	2746	assignedrole		Beverage Manager	5864	manager-foodandbeverage	5	NULL	NULL	99
BH	2747	rolemodifier	Try Behavioral Health.	Behavioral Health	NULL		10000	NULL	NULL	12785
BH Jobs	2748	assignedrole			4632	jobs-mentalhealth	5	NULL	NULL	215
BI	2749	ambiguous	BI could refer to Business Intelligence, Brain Injury, or Biweekly.		NULL		10000	NULL	NULL	281280
BI Analyst	2750	assignedrole		Business Intelligence Analyst	163	analyst-businessintelligence	2	NULL	NULL	1196
BI Architect	2751	assignedrole		Data Architect	281	architect-data	5	NULL	NULL	340
BI Consultant	2752	assignedrole		Business Intelligence Developer	1873	developer-businessintelligence	8	NULL	NULL	185
BI Developer	2753	assignedrole		Business Intelligence Developer	1873	developer-businessintelligence	2	NULL	NULL	5537
Bi Lingual	2754	misspelled	Bilingual does not require a space or hyphen.	Bilingual	NULL		10000	NULL	NULL	683
BI Manager	2755	assignedrole		Business Intelligence Manager	5528	manager-businessintelligence	3	NULL	NULL	51
BI Supervisor	2756	assignedrole		Business Intelligence Manager	5528	manager-businessintelligence	14	NULL	NULL	1
Bi Weekly	2757	misspelled	Biweekly does not require a space or hyphen.	Biweekly	NULL		10000	NULL	NULL	150936
Bi Wkly	2758	misspelled	Biweekly does not require a space or hyphen.	Biweekly	NULL		10000	NULL	NULL	2
Bible	2759	rolemodifier			NULL		10000	NULL	NULL	3292
Bible Teacher	2761	assignedrole		Bible Teacher	9435	teacher-bible	1	NULL	NULL	11
Biblical Studies	2762	rolemodifier			NULL		10000	NULL	NULL	24
Bibliographer	2764	assignedrole		Bibliographer	692	bibliographer	1	NULL	NULL	29
Bicycle	2765	rolemodifier			NULL		10000	NULL	NULL	4409
Bicycle Jobs	2766	assignedrole			3965	jobs-bicycle	1	NULL	NULL	174
Bicyclist	2767	assignedrole		Bicyclist	693	bicyclist	1	NULL	NULL	44
Bid Manager	2768	assignedrole		Bid Manager	5496	manager-bid	1	NULL	NULL	194
Bid Supervisor	2769	assignedrole		Bid Manager	5496	manager-bid	2	NULL	NULL	1
Bid Writer	2770	assignedrole		Bid Writer	10358	writer	5	NULL	NULL	5
Big Data	2771	rolemodifier			NULL		10000	NULL	NULL	172428
Big Data Admin	2772	assignedrole		Big Data Engineer	159	analyst-bigdata	6	NULL	NULL	3
Big Data Administrator	2773	assignedrole		Big Data Engineer	159	analyst-bigdata	5	NULL	NULL	25
Big Data Analyst	2774	assignedrole		Big Data Engineer	159	analyst-bigdata	4	NULL	NULL	118
Big Data Architect	2775	assignedrole		Big Data Engineer	159	analyst-bigdata	2	NULL	NULL	421
Big Data Developer	2776	assignedrole		Big Data Engineer	159	analyst-bigdata	3	NULL	NULL	142
Big Data Engineer	2777	assignedrole		Big Data Engineer	159	analyst-bigdata	1	NULL	NULL	842
Big Data Jobs	2778	assignedrole			3966	jobs-bigdata	1	NULL	NULL	27954
Bike	2779	rolemodifier			NULL		10000	NULL	NULL	9793
Bike Jobs	2780	assignedrole			3967	jobs-bike	1	NULL	NULL	471
Bilingual	2781	rolemodifier			NULL		10000	NULL	NULL	603676
Bilingual Interpreter	2782	assignedrole		Translator	3800	interpreter	7	NULL	NULL	11
Bilingual Jobs	2783	assignedrole			3968	jobs-bilingual	1	NULL	NULL	220051
Bilingual Manager	2784	assignedrole		Manager Bilingual	5497	manager-bilingual	2	NULL	NULL	126
Bilingual School	2785	rolemodifier			NULL		10000	NULL	NULL	53
Bilingual Secretary	2786	assignedrole		Bilingual Secretary	8286	secretary-bilingual	1	NULL	NULL	6
Bilingual Supervisor	2787	assignedrole		Manager Bilingual	5497	manager-bilingual	3	NULL	NULL	7
Bilingual Teacher	2788	assignedrole		Bilingual Teacher	9436	teacher-bilingual	1	NULL	NULL	232
Bilingual Teacher Assistant	2789	assignedrole		Bilingual Teacher Assistant	9621	teacherassistant-bilingual	1	NULL	NULL	14
Bilingual Trainer	2790	assignedrole		Skills Trainer	10026	trainer-corporate	8	NULL	NULL	7
